"geneid","coef"
"Intercept",60.7725781956212
"CBLN1",-0.0484978248849289
"HBA2",0.0215323031427063
"MLPH",-0.11162814843455
"WNT5A",0.411967051514071
"PCDHA4",0.505408507387397
"PIANP",-0.345837091157102
"SHC3",1.81466453289559
"LIFR-AS1",-0.76022178830851
"MIR194-2HG",-2.60811660178042
"TMEM72",-0.0583130885646524
"CCDC8",-0.545583579358426
"TUBB4A",0.544560770172957
"GUCA1C",-0.100409998085558
"DHRS2",0.317985139323717
"MYL7",0.188184384233903
"YBX2",-3.42705322922084
"HCG11",-0.810209589023091
"SYT15",-2.04680178177674
"SLC25A20",-0.0214562782913926
"OSGEPL1",-0.0602447462386952
"AFAP1L2",0.214529593245407
"TRIM22",0.749481866416843
"CENPV",-0.226234297268396
"IAPP",-0.176883840135466
"CYP4F35P",-0.0339560101673618
"ALPK3",-0.427203560784033
"HRNR",-0.526212321150569
"SCRN3",-0.211335478455692
"CD300E",0.742964721651642
"TCF7",-0.551761888283698
"TRABD2B",0.158550003983722
"C9orf66",-1.77665304406759
"PCDHB16",2.42864053527262
"KRT6A",-0.047961790925678
"FHAD1",0.549529003114682
"PFKFB1",1.75813610034341
"FLG2",2.26227350180911
"LOC101929162",-1.59702803989739
"ADGRL2",-0.58534469796882
"LOC101927142",-0.151033442301338
"TPSD1",-0.461884540737628
"HMGCS1",0.156414016648047
"FLYWCH1",-0.0317044888799413
"LINC00865",-1.19612145026187
"DCHS1",-0.596325960391046
"NUP62CL",-0.370358369800936
"CHST4",1.68980495189999
"PTK7",-0.0799748839070386
"PILRA",-0.518575431512424
"ACSM1",-0.158936871585716
"LINC00960",0.313568768415614
"DOCK8",-0.0425219266132164
"CLIC6",-1.13866578644124
"CABP4",4.03243377227697
"PLAGL1",-0.418105579628724
"AGMAT",-1.59357762905754
"PDCD2L",-0.1942515659721
"EXTL2",-0.731421294045267
"PER3",0.136701674280612
"DHRS12",0.94462671718081
"BDKRB2",-0.514434874323493
"MYH2",0.243587484311284
"PRKY",-0.120867235728593
"ACVR2B-AS1",0.252319050038721
"SCLY",-0.404890137244933
"SLC9A7",-0.0874728160644042
"PRSS30P",-0.37863998776182
"FLVCR1-DT",-0.160148377577749
"ZNF69",-0.058523731284598
"ESYT3",-0.461434162230798
"PCDHA1",0.463206038855545
"COL4A3",0.603735800191559
"PRODH",0.330502184936952
"MYO18A",-0.212745503793062
"MIR924HG",1.36634529076103
"RAP1GAP2",-0.766277099681676
"PCDHB2",1.96952174671916
"CDKN2C",-0.947957985588902
"TF",-0.0218890454481325
"DNAH7",-1.26008283216109
"NBPF12",-0.0986715833974526
"CXXC4",-0.133372847553574
"CCRL2",0.159727759268439
"CPXM1",-0.369166256660606
"PEX11G",-0.0552022440995304
"ADRA2C",0.606162505584357
"XRRA1",-0.193647528393506
"CCND2",-0.194582756003824
"PCDHA7",0.226592225601565
"MGAT5",-0.0342583694776355
"HHLA2",-0.0199689638373233
"REEP6",-0.245056632926887
"CSMD3",-4.73594951044362
"IGF2",-0.169566300802454
"F8",1.42347006543914
"DLEU1",-1.72943779929749
"ZNF98",0.0842148869035273
"UMOD",0.860479045818523
"BCRP3",0.161384173742331
"TRIM36",-2.89253162952967
"ZKSCAN4",-0.581371375115072
"TRDMT1",-0.830734751687876
"KIF26A",-0.77814358872839
"SNTG2",0.775389756420792
"PCDHAC2",0.274683378770681
"HBA1",0.0763434409191721
"PLAG1",-3.70222519073378
"STPG3-AS1",-0.777068275654104
"ADPRHL1",1.20911647857785
"PCDH9",0.0241029500765689
"ZNF32-AS1",-0.134305048520829
"LCN6",0.19040533238795
"SCGB2A1",-0.10610578984042
"PCDHA5",0.116781698399756
"MIR34AHG",0.164961219049484
"MAP4K1",0.526570570922732
"NLRC4",0.596922958862331
"PVT1",0.833158898215192
"RYR2",1.61837102572189
"GAREM2",-0.274378344809246
"DENND2C",-3.35464412064135
"COLGALT2",1.36884703200478
"LINC01291",-0.835320503158788
"FABP5",-0.331399166988695
"GRK3",-0.0539268850038799
"STAG3L5P",-0.280728832872723
"PCDHB9",2.05694912103619
"UBE2F-SCLY",-0.520990750657468
"ZNF518B",-1.68979535764296
"FAM86JP",-2.83422986342083
"CAPN13",0.455556826068226
"TMED6",-0.244390873325174
"SMPDL3B",-0.48186818800136
"CHRFAM7A",-0.637729303190052
"ALDH3B1",0.279961277012947
"CYFIP1",-0.0428967352852464
"ECH1",-0.0647610339226624
"TMEM168",-0.157548447699089
"ZNF85",0.661778609701291
"FAM107A",0.0867942345141433
"SALL1",0.273749722392008
"TRMT10C",-0.0453228542638469
"KANSL1-AS1",-0.286855913483028
"CCDC32",-0.228607639572656
"VIM-AS1",0.046331915668499
"PCDHA13",0.238642667026483
"SAA1",0.167830466601248
"MNX1-AS1",-0.560320007946136
"FTCD",0.705591570567139
"ACTC1",0.254629612524167
"DPP6",0.164897200810973
"UPK3BL1",0.0011007219739935
"MSL3P1",-1.7194143307631
"PCDHA8",0.37829218266651
"ETV2",-0.402212822285404
"ADAMTS13",-0.153368818516701
"PCDHA2",0.803784183321868
"SGK1",0.0770761791470798
"ADARB2",1.95498871010662
"HEATR4",-0.46989222723445
"CCL4",0.325617076456077
"APOB",-1.00039882415838
"EDA2R",1.41186621171615
"DUXAP10",1.99070641763337
"FAM167A-AS1",-0.00757731451435184
"FCN3",0.0819407715544298
"RHCG",-0.101962463362172
"PAMR1",-1.38095562261683
"ID4",-0.866889222374981
"GCNT2",-0.331770515134884
"PKHD1L1",-4.79017400277451
"FMOD",0.0375016085828702
"CLIC5",1.42223795001069
"TAGLN",0.338400273301478
"GHRL",-1.11557369089484
"PPIL3",-0.22868091496314
"HBB",0.0494124468906492
"DLGAP3",1.48713909059587
"ACTA2",0.036157398356039
"KCNQ4",0.5918069358873
"CHI3L1",0.0739288126418259
"DHRS4L2",-0.0478885633402529
"PCDHA3",0.630581828770168
"MUC2",-0.437872389123966
"TPCN2",0.585245926556096
"CALN1",0.0181888384922157
"WARS",0.264446923229246
"ERBB4",-2.16472839116749
"TNNC2",0.210027645673082
"POLR3B",-0.317342413549281
"SPATA18",0.49375484964892
"GOLGA8N",0.651690362054027
"SRD5A3",-0.537335681431704
"LOC643072",-0.132558845739291
"FYB2",0.448318772795931
"CUTALP",1.17323714158453
"ZC3HAV1L",-0.140009285978238
"LAMB3",-0.326439261952945
"RET",-0.200937190416057
"GPR27",-0.784078957277449
"FOXQ1",0.421235500353172
"EML2-AS1",0.543001345812311
"CXCL11",-0.172360401613786
"SPDYE6",0.626326447029664
"OXSM",-0.00525517627342578
"NEFM",-1.67368346178728
"HIST1H2BK",0.215123486485197
"UNQ6494",1.13820289971689
"FAM90A1",0.409793246119583
"B3GNT3",-0.424342492462554
"CLCNKA",0.00911322597692311
"LOC100505938",-2.4684247649233
"ROBO3",-0.0825356283093857
"DIO3",0.346527514763855
"ANKRD54",0.55861408743749
"PCDHA9",0.460527171127493
"LOC101928535",-1.47551631911712
"ITIH4",0.0290858842664026
"SEC14L1P1",-1.21511181727553
"EFCC1",-0.03869157880897
"ARHGAP45",0.0484539713092449
"DUXAP8",1.71569005287515
"FCN1",0.186493603536155
"LRRC7",-0.897031689487314
"PTN",-0.014687686794135
"ZFY-AS1",-0.0585870971215733
"ZNF192P1",-0.368050231756363
"HIST1H4I",0.143658795585607
"TTYH1",-0.447599000171466
"FRG1CP",-1.792277618607
"CPSF1",-0.310347533176409
"LINC00668",0.178494673369775
"TMEM132C",0.851958858230533
"HCN1",-1.18742489863858
"HADHB",-0.437717012275177
"PCDHA6",0.247092622584299
"LRRC2",1.33988272334384
"IQSEC1",0.53611181745753
"DPYSL4",1.07337996062142
"JCHAIN",0.0635177392280314
"PCDHA12",0.289332625929267
"LOC101929331",-0.381137180404693
"ATP2B2",0.169352043451537
"LOC100996842",-0.350547140608462
"TEKT4P2",0.647110673870897
"PLEK2",-0.608286924217808
"SKAP1",2.03070546285771
"ANGPTL4",-0.0704182275797521
"BVES",0.377644938740333
"PCDHA10",1.43003178636372
"LINC01088",1.66879411311622
"NALCN",-4.35412586466849
"MAMSTR",-0.653817667725866
"MEP1A",-0.186594995633715
"FUT2",0.409090413354391
"CDHR5",-0.210967810216198
"KBTBD11",-0.76250138916044
"KCNG1",0.076720579609275
"ISPD",0.428520623625378
"SCN8A",0.188422285574479
"CDKN2A",3.53929785292588
"FAS",0.329408121747141
"STPG3",-0.117923529184402
"TMEM47",1.13490910724729
"TMEM213",-1.32782833701098
"AMH",0.979425885551304
"DACT2",-0.32322403447009
"LINC00476",1.3406676556598
"USP32P2",-0.120965135531817
"GOLGA8IP",2.35499203179238
"CCL19",0.0796804615789559
"CCL28",0.933815759928903
"LOC101927911",-0.304246484423366
"GPIHBP1",-0.481398315329083
