"geneid","coef"
"Intercept",45.9916111775408
"ACSS2",0.468749070612924
"ADIPOR2",-0.00912415726092769
"ANXA3",-0.435543488160241
"ANXA5",0.882414471594982
"APOD",-0.150990004851952
"B2M",3.09932337223592
"C1QA",1.52995767780983
"C1QB",0.391682912189218
"C1QC",-1.3876610451923
"C3",0.356206947064048
"C4A",0.22356447551806
"CA4",-0.454079945470382
"CALB1",-0.524973437305823
"CLIC4",-0.979385962175613
"CLU",0.12511208023079
"COL1A1",1.19172065878634
"COL3A1",-1.96539707369618
"COL4A5",-0.242430804185562
"CTSS",0.760905360795147
"CX3CL1",0.331928432138329
"DERL1",-0.996705504372892
"DIABLO",-3.12773463829871
"EFEMP1",0.678263142391426
"FABP3",-0.401785558178072
"FCGR2B",-1.25829996910576
"GBP2",-0.123153535180763
"GFAP",0.250895966088783
"GHITM",1.57887251052399
"GNS",-1.48181025542018
"GPNMB",0.335966529454487
"GSTA1",0.123311098680659
"HBA1",0.532208244535656
"HCST",0.653724890610136
"HIST1H1C",0.171917735929712
"HLA-G",-0.497152359508325
"IL33",0.118952919234116
"LAPTM5",-0.959504361565551
"LGALS3",-0.724339750039329
"LITAF",-2.99064862177737
"LYZ",-0.566242194367803
"MGST1",-0.439486721634086
"MPEG1",-1.08606455694179
"MSN",-0.456157309927683
"MT1F",-0.286834253631098
"NDRG1",-0.323688612224806
"NDUFB11",-0.126167047097336
"NPC2",1.3418659606965
"PCSK6",-0.148214573793208
"PSMD11",0.803965259147458
"PTGES3",0.191731583491158
"RASA3",1.54641241127329
"RNF213",-0.39936773337747
"S100A4",0.600117393634829
"S100A6",0.239265213641252
"SERPING1",-0.681853818722684
"SGK1",-0.298001524803162
"SPP1",0.346739802304279
"TFRC",0.602967900098093
"TMED10",-0.851877712373666
"TXNIP",0.581823502400066
"UQCRFS1",-2.85087126034214
"UQCRQ",1.44147569800487
"VAT1",-0.401563240816995
"VWF",0.432828985372348
