"geneid","coef"
"Intercept",56.3252961441503
"TMEM164",-0.12334061822326
"CA8",-2.26756954282475
"GRM3",-0.0173201708166192
"ATP2B3",-0.0835822921077281
"SEMA7A",-0.566983460106623
"SCN1B",0.00216233512130597
"TXLNB",0.184776434318429
"FN1",-0.492931087664901
"SAMD3",-0.479881925570592
"ADA2",-2.85312466795912
"CDKN1A",0.812042504581185
"RGL1",-0.284110435836434
"CDO1",-0.532626625344981
"STXBP2",-2.00634061474632
"HPN",3.67192848880031
"SOWAHB",-2.03264700534754
"LRP5",-0.0412823306193021
"HCP5",-0.224828771634793
"DDIT4L",-1.76951520993026
"ZBED9",-1.97315568375642
"FAM110C",-3.0947237258698
"LOC100049716",-0.288512932380673
"HLA-B",-0.157070341821992
"DAP",0.963715800031529
"FLJ20021",-0.0597821544265679
"ADH4",1.91547496051608
"GTF2IP7",-0.0435600145548999
"C1orf115",-0.773243082078988
"TNFSF13B",-0.335339423688724
"PHOSPHO1",2.76259733056753
"TNNI2",1.68445123978601
"H3F3C",-1.68883071922009
"ENTPD1-AS1",3.22991996396119
"PSME1",-1.05237409903237
"HHATL",5.66434216013249
"LINC00987",-0.745924945798135
"ZNF649",-3.33702037075863
"THRB",-1.22357699912945
"PRODH",2.3275271768207
"ATF5",0.79941874901075
"DSG2",0.336294276351481
"ARHGAP28",-0.0428175648018582
"KYNU",-5.14920448155782
"MOB3B",-3.58827405887482
"FGF2",3.05197428797172
"IL10RA",0.97489724003918
"DUSP6",1.28450419152975
"TTLL12",-1.63531953019464
"TTC9",-0.14874029869772
"CDC42EP4",-0.0781009688775166
"TSPAN10",-1.51678783428262
"TRIM22",1.95389786255062
"TGFB2-OT1",0.506183133454802
"OGFOD3",-0.31884538260527
"H2AFY2",-3.91985032319715
"ID4",-0.0162210886265933
"POSTN",-1.03063800258311
"BCL7A",-0.0441513876372821
"CD99",-2.12300292697779
"CCL13",0.231953309976433
"SHISA3",1.74341832502618
"FITM2",1.85948653035367
"DPYSL4",1.46074884721151
"SCRN1",0.398402788093188
"SPATA18",1.13160276700167
"POLR3G",4.1027770556583
"LOC403323",-0.608982132804319
"CCDC89",0.595565652679759
"PPFIBP2",2.62935994811001
"PIK3CD-AS2",-0.353439268762389
"ITGA8",-0.727672283430548
"ADGRE4P",1.8605807253487
"FNDC1",-3.035591981579
"NGEF",0.323414996956186
"TSPAN12",0.613233983909588
"CPLX1",-0.515196942981486
"PIK3R5",0.473618159084939
"NUP62CL",0.198239929508881
"FAHD2B",-0.66187205024677
"PCP2",-0.0626652293911497
"APOC1P1",-1.15130252657594
"PXMP2",-0.112826227394015
"KCNMB4",0.792134138199135
"LINC01273",-0.187365552414535
"TNFRSF10D",0.997715881436253
"PGM1",0.294278634633093
"MGST2",1.08736281955421
"KLRD1",4.12203589628624
"SPRY3",0.147185082696036
"TGFB2",4.42053225316032
"C12orf49",0.406266814200778
"FMO3",0.541677474345141
"HIST1H4I",-0.291528518307658
"RNF217-AS1",1.57069921549591
"DNAJC25",4.76005176696763
"TMEM74B",-0.503303913259944
"RASAL1",-0.0749910769902475
"LAMP2",0.377173969923711
"CD74",-0.549578206189878
"ZNF551",-2.82716160244931
"C5orf63",-2.55724090087939
"GXYLT2",0.426006031031534
"LOC101927420",-0.956609741578764
"ZNF541",-1.88065981115128
"PTPN3",-0.106957838084041
"PCP4",0.249177775983465
"IRF2BP1",-0.433153067983889
"S1PR5",-6.20895445101539
"PHLDA3",1.7221506427604
"SLC35F5",1.5819654482951
"LOC100505635",0.437510036070965
"TMEM30B",0.571730250478267
"MYH10",-0.566945924966985
"ZNF367",3.16283367190429
"LOR",0.821423819490644
"DNMBP",-4.07978159128006
"KCNK5",-0.104842792112006
"CES1",-0.0338704079890555
"CAMK1G",-0.990503858824229
"RASL10A",-0.153232421453577
"C9orf139",0.685629562200346
"CNNM2",0.5120394855535
"SPIRE1",-0.157665750105951
"SEC14L6",0.51693858118729
"TLR2",0.115304398279279
"MYH14",-0.775032879407093
"MAN2A1",0.140730255630551
"FUZ",-0.248079059198423
"KCNK1",-0.44916835292942
"ZNF501",-8.17163430217932
"TTC38",-0.151054955497726
"APOC1",-0.369001530730237
"ANKRD2",1.20576367274683
"ADORA2A",0.324591005140095
"P2RY8",-1.64783609271432
"LRRC17",-1.89902613107677
"CCDC175",0.0165605765759305
"TPP1",0.198727690961666
"KIFC3",0.00489679434202132
"GNG7",-0.00494297869071481
"PDE1C",5.03624345529521
"VLDLR-AS1",0.0630544058121931
"TRIM6",0.349705627179803
"F2RL1",2.17695022676645
"SEMA3C",1.99417733925783
"TPGS1",-0.562858712144397
"TNNC2",0.157595053098796
"RAB11FIP3",-0.0221040718815542
"MMAB",0.0099447380686976
"TMCO3",0.982362908078544
